,date,close,diff,open,high,low,volume
9860,2021-01-22,343500,21000,332000,350000,326000,3303950
9861,2021-01-21,322500,14500,316500,326000,316000,1941446
9862,2021-01-20,308000,0,313500,313500,302000,885472
9863,2021-01-19,308000,7500,303500,310500,299500,880238
9864,2021-01-18,300500,5500,304500,308500,300000,864969
9865,2021-01-15,306000,12000,320500,323000,305500,1106810
9866,2021-01-14,318000,4000,318500,326000,314000,1548585
9867,2021-01-13,314000,10000,306000,317500,304000,1894304
9868,2021-01-12,304000,5000,305000,308500,292500,1573299
9869,2021-01-11,309000,3000,320000,323500,301000,2765169
9850,2021-01-08,312000,22500,293500,312000,290000,3175396
9851,2021-01-07,289500,500,288500,292000,286500,1155734
9852,2021-01-06,290000,2500,292500,300500,289500,1375856
9853,2021-01-05,292500,500,291500,292500,286500,912657
9854,2021-01-04,293000,500,291500,294000,285500,947178
9855,2020-12-30,292500,9500,285000,293000,284000,1190327
9856,2020-12-29,283000,2000,281500,285000,280500,506090
9857,2020-12-28,281000,1000,282000,282500,280000,537848
9858,2020-12-24,282000,2000,284500,284500,280000,453095
9859,2020-12-23,284000,0,288500,289000,283000,508019
9840,2020-12-22,284000,0,285000,293500,284000,750095
9841,2020-12-21,284000,1500,284000,285500,280000,473545
9842,2020-12-18,282500,2500,284000,285500,282000,487305
9843,2020-12-17,285000,500,286000,287000,282000,522344
9844,2020-12-16,285500,2500,286500,287000,283000,381896
9845,2020-12-15,283000,3000,286500,287500,282500,491995
9846,2020-12-14,286000,4000,292500,294000,286000,555272
9847,2020-12-11,290000,4000,288000,291500,287500,503588
9848,2020-12-10,286000,2000,288000,290000,284500,959427
9849,2020-12-09,288000,3000,285500,289000,285000,533304
9830,2020-12-08,285000,4500,291500,291500,285000,566981
9831,2020-12-07,289500,4500,300000,300500,288000,821860
9832,2020-12-04,294000,7000,287500,295500,284500,1174932
9833,2020-12-03,287000,3500,285000,287000,283500,740985
9834,2020-12-02,283500,2000,287000,287000,282000,601596
9835,2020-12-01,285500,8000,282000,286000,280000,709278
9836,2020-11-30,277500,7000,286000,286500,277500,1176272
9837,2020-11-27,284500,1000,287000,287500,283000,417510
9838,2020-11-26,285500,7000,280000,285500,280000,797094
9839,2020-11-25,278500,4000,287000,287000,278500,909937
9820,2020-11-24,282500,1000,281500,287000,280000,809745
9821,2020-11-23,281500,500,282000,282500,278500,565213
9822,2020-11-20,281000,500,281500,283500,278500,439077
9823,2020-11-19,280500,500,282500,284000,279500,520114
9824,2020-11-18,281000,6000,274500,283500,274000,912899
9825,2020-11-17,275000,3000,277500,278000,273500,816320
9826,2020-11-16,278000,3000,282500,283000,277500,887878
9827,2020-11-13,281000,2000,277500,282000,277500,710865
9828,2020-11-12,279000,1000,283000,285500,279000,1016673
9829,2020-11-11,280000,3000,281000,283000,277500,1183499
9810,2020-11-10,283000,15000,287000,288000,282000,1728995
9811,2020-11-09,298000,3000,304000,304500,298000,678531
9812,2020-11-06,301000,2000,303000,307000,299000,968971
9813,2020-11-05,299000,500,295000,302000,291500,1082388
9814,2020-11-04,298500,15500,282500,300500,282000,1623712
9815,2020-11-03,283000,2500,284000,287000,280000,1066923
9816,2020-11-02,285500,4500,292000,293000,285500,503831
9817,2020-10-30,290000,8500,299000,300000,290000,939833
9818,2020-10-29,298500,0,297000,301000,294500,785050
9819,2020-10-28,298500,15000,282000,298500,281500,698195
9800,2020-10-27,283500,2000,281500,288500,280500,2071432
9801,2020-10-26,281500,5000,286500,289000,281500,349163
9802,2020-10-23,286500,6500,295500,295500,286000,451654
9803,2020-10-22,293000,4500,295000,296000,292000,416425
9804,2020-10-21,297500,7500,292500,301000,291000,640501
9805,2020-10-20,290000,4000,286500,291000,281000,535870
9806,2020-10-19,286000,7500,293500,296500,286000,434420
9807,2020-10-16,293500,1000,292500,297500,291500,446832
9808,2020-10-15,292500,6000,300500,300500,291000,624097
9809,2020-10-14,298500,3500,295000,301000,293000,759464
9790,2020-10-13,295000,3000,292000,298000,292000,636487
9791,2020-10-12,292000,9000,303000,303000,291500,914860
9792,2020-10-08,301000,4000,307500,307500,300000,756735
9793,2020-10-07,305000,0,302000,305000,299500,534644
9794,2020-10-06,305000,6500,299500,307500,296500,868540
9795,2020-10-05,298500,2000,297500,299000,289500,906516
9796,2020-09-29,296500,2000,303000,303000,294000,765489
9797,2020-09-28,298500,3500,297000,302000,296000,724465
9798,2020-09-25,295000,1000,296000,297500,289500,648182
9799,2020-09-24,294000,2500,291500,295500,287000,848971
9780,2020-09-23,296500,12000,290000,298000,285500,984136
9781,2020-09-22,284500,7500,290500,295000,282000,864846
9782,2020-09-21,292000,6000,297000,301500,292000,656024
9783,2020-09-18,298000,2500,299500,302000,296000,750488
9784,2020-09-17,300500,6500,302500,304000,299000,823516
9785,2020-09-16,307000,5000,311500,312000,306000,696219
9786,2020-09-15,312000,9000,304000,314000,303000,797985
9787,2020-09-14,303000,3000,307500,308000,300000,608816
9788,2020-09-11,306000,1500,302500,307000,301000,517023
9789,2020-09-10,307500,3000,309000,311000,305000,834946
9770,2020-09-09,304500,6500,303000,307000,300000,925825
9771,2020-09-08,311000,3500,316000,318000,305500,989171
9772,2020-09-07,314500,14000,325500,325500,313500,1308247
9773,2020-09-04,328500,10500,322500,335000,322000,1174337
9774,2020-09-03,339000,6500,333500,339500,329500,776547
9775,2020-09-02,332500,8000,332500,335500,327000,808064
9776,2020-09-01,324500,2000,322500,329500,322000,691864
9777,2020-08-31,322500,10500,336500,340000,322000,1528978
9778,2020-08-28,333000,4000,337000,338500,329500,969408
9779,2020-08-27,337000,3000,337000,347000,336500,1232239
9760,2020-08-26,334000,9000,321500,338500,321000,1155853
9761,2020-08-25,325000,5000,323000,325000,317000,897649
9762,2020-08-24,320000,7500,313000,320000,310000,783392
9763,2020-08-21,312500,7000,311500,314500,308000,781961
9764,2020-08-20,305500,9500,315000,319000,302500,1186809
9765,2020-08-19,315000,7500,311500,316000,305500,941038
9766,2020-08-18,307500,2500,307500,317500,305000,1494966
9767,2020-08-14,305000,2000,305000,308500,303000,608156
9768,2020-08-13,307000,2000,310000,311500,304000,1406370
9769,2020-08-12,305000,6500,308000,311000,303500,856711
9750,2020-08-11,311500,2000,311000,314500,307500,665863
9751,2020-08-10,313500,500,308500,314500,303500,968592
9752,2020-08-07,314000,8000,324500,325500,312000,1063254
9753,2020-08-06,322000,8500,313000,322000,310500,1032045
9754,2020-08-05,313500,2500,312000,314500,306500,809939
9755,2020-08-04,311000,3500,317500,322000,307500,1330818
9756,2020-08-03,314500,13500,301500,314500,299000,1341104
9757,2020-07-31,301000,7000,299000,303000,296500,1567503
9758,2020-07-30,294000,2000,296000,297500,291000,1150474
9759,2020-07-29,292000,4000,286000,292000,283000,964066
9740,2020-07-28,288000,3500,289500,292000,284000,978238
9741,2020-07-27,284500,3500,281000,287500,276500,691075
9742,2020-07-24,281000,3000,281000,290500,278500,1233584
9743,2020-07-23,284000,14000,272000,284000,271000,1396607
9744,2020-07-22,270000,0,264000,272500,261500,905784
9745,2020-07-21,270000,7000,273000,273500,269000,1179638
9746,2020-07-20,263000,13000,276500,278000,260500,1556415
9747,2020-07-17,276000,3000,270000,279500,266000,926932
9748,2020-07-16,273000,13500,283000,285000,272000,1338814
9749,2020-07-15,286500,500,290500,293000,280500,1276196
9730,2020-07-14,287000,10000,290000,291000,285000,1360849
9731,2020-07-13,297000,2000,303500,303500,288000,1254800
9732,2020-07-10,299000,11500,291500,308500,290000,2120904
9733,2020-07-09,287500,5000,286500,296500,284500,2006662
9734,2020-07-08,282500,3000,280000,284500,274000,1353345
9735,2020-07-07,279500,2000,285000,289500,279000,1365047
9736,2020-07-06,281500,4000,278000,287500,278000,1211636
9737,2020-07-03,277500,500,276500,280500,274500,971940
9738,2020-07-02,277000,8000,274000,277000,271000,1015829
9739,2020-07-01,269000,2000,270000,275000,266000,655711
9720,2020-06-30,267000,3000,268000,270500,263000,862860
9721,2020-06-29,264000,5000,265000,270500,261000,814814
9722,2020-06-26,269000,500,274500,275000,263000,937593
9723,2020-06-25,269500,9500,273500,276500,269500,1196267
9724,2020-06-24,279000,3000,273500,279500,270500,995065
9725,2020-06-23,276000,6000,272000,289000,270500,2104075
9726,2020-06-22,270000,20500,249500,271500,247500,1841479
9727,2020-06-19,249500,2000,250000,250000,244000,919945
9728,2020-06-18,247500,3500,251500,254000,247000,744330
9729,2020-06-17,251000,7500,244000,252000,243500,1357900
9710,2020-06-16,243500,12000,239000,243500,236000,1155474
9711,2020-06-15,231500,10500,240000,244500,230500,1311773
9712,2020-06-12,242000,1500,229000,242500,228500,1318334
9713,2020-06-11,240500,3500,244000,249000,239000,1423978
9714,2020-06-10,244000,6500,241000,247500,240000,1431071
9715,2020-06-09,237500,3000,240000,243000,235500,934440
9716,2020-06-08,240500,9500,234500,242000,231000,1624752
9717,2020-06-05,231000,1500,229000,231000,225000,1061922
9718,2020-06-04,232500,7000,228000,235000,227000,1052789
9719,2020-06-03,225500,8500,235000,235500,225000,1476614
9700,2020-06-02,234000,3000,235000,236000,232000,689584
9701,2020-06-01,237000,11000,233500,237000,230000,1140644
9702,2020-05-29,226000,14500,240000,243000,226000,3114298
9703,2020-05-28,240500,12000,226000,241000,222000,1625154
9704,2020-05-27,228500,10500,231000,234500,226500,1351505
9705,2020-05-26,239000,2000,244000,246000,230000,1568016
9706,2020-05-25,241000,10500,234500,241000,234000,1015069
9707,2020-05-22,230500,5500,227000,232500,222500,1108281
9708,2020-05-21,225000,3000,227500,233500,222500,1004395
9709,2020-05-20,222000,8500,215500,225500,215000,977544
9690,2020-05-19,213500,1500,215000,216500,210500,917603
9691,2020-05-18,215000,2000,215000,218000,211500,638906
9692,2020-05-15,213000,6000,219000,219500,209500,1050469
9693,2020-05-14,219000,500,214500,222000,214500,866427
9694,2020-05-13,218500,1000,217500,222500,213500,1014692
9695,2020-05-12,219500,5000,218000,226500,215000,1056584
9696,2020-05-11,214500,500,214500,221000,214000,599328
9697,2020-05-08,214000,1500,216000,218500,212000,732394
9698,2020-05-07,215500,3500,211500,220000,210500,984024
9699,2020-05-06,212000,13000,201500,212500,200500,992225
9680,2020-05-04,199000,1500,198500,203000,193500,1104027
9681,2020-04-29,197500,500,199500,200000,196500,676743
9682,2020-04-28,198000,500,197500,198000,194500,433549
9683,2020-04-27,197500,5000,193000,200000,192500,927347
9684,2020-04-24,192500,2500,189000,197500,189000,928695
9685,2020-04-23,190000,8000,190000,196000,186500,1521478
9686,2020-04-22,182000,3500,175000,182500,173000,611589
9687,2020-04-21,178500,1500,180500,181500,173500,759150
9688,2020-04-20,180000,1000,181000,182000,179000,663723
9689,2020-04-17,179000,8500,175500,180000,173500,900031
9670,2020-04-16,170500,2000,168000,172500,167500,841066
9671,2020-04-14,168500,2500,168000,170000,166500,520725
9672,2020-04-13,166000,500,164500,168000,162500,413768
9673,2020-04-10,166500,1000,166000,167000,164000,483720
9674,2020-04-09,167500,1000,168500,169000,165000,682921
9675,2020-04-08,166500,3000,169000,169500,166500,588577
9676,2020-04-07,169500,3500,174000,174500,167500,873091
9677,2020-04-06,173000,1000,173500,176000,170500,655547
9678,2020-04-03,172000,1500,170000,172500,168000,663454
9679,2020-04-02,173500,10500,166500,175000,164500,1086863
9660,2020-04-01,163000,7000,166500,171000,163000,720283
9661,2020-03-31,170000,7500,163500,171000,163500,858165
9662,2020-03-30,162500,1500,160000,165000,159000,630830
9663,2020-03-27,164000,11500,161500,164500,158500,1217815
9664,2020-03-26,152500,3500,156000,158000,149500,988725
9665,2020-03-25,156000,0,160500,163000,152000,1039579
9666,2020-03-24,156000,13000,151500,157000,148000,960786
9667,2020-03-23,143000,11000,141500,149500,140000,1033851
9668,2020-03-20,154000,10000,147500,156500,146000,997895
9669,2020-03-19,144000,2000,150000,151500,135000,1154230
9650,2020-03-18,146000,5000,152500,156000,146000,666723
9651,2020-03-17,151000,4000,147500,155500,147000,979243
9652,2020-03-16,155000,11000,166000,166500,155000,812823
9653,2020-03-13,166000,500,151000,168000,149500,1242510
9654,2020-03-12,166500,3500,170000,170000,161000,980814
9655,2020-03-11,170000,2000,172000,174000,167500,483822
9656,2020-03-10,172000,4000,168000,176000,165000,666532
9657,2020-03-09,168000,11500,174500,174500,167500,668089
9658,2020-03-06,179500,1500,179500,181000,177500,293897
9659,2020-03-05,181000,2500,180500,181000,178500,483840
9640,2020-03-04,178500,3500,174500,179500,173000,450252
9641,2020-03-03,175000,0,179000,180000,174000,544379
9642,2020-03-02,175000,1000,175000,177000,172500,659376
9643,2020-02-28,174000,8000,179000,180000,172000,830654
9644,2020-02-27,182000,5000,185000,187000,179000,535696
9645,2020-02-26,187000,3500,189500,190000,186500,494066
9646,2020-02-25,190500,6500,184000,191000,183500,704859
9647,2020-02-24,184000,5500,185500,187500,183500,567036
9648,2020-02-21,189500,500,187500,191000,187000,434019
9649,2020-02-20,190000,500,189500,191500,187500,427402
9630,2020-02-19,189500,3000,188000,191000,185000,560743
9631,2020-02-18,186500,2000,186500,188500,185500,345642
9632,2020-02-17,188500,2000,184500,189000,184500,312407
9633,2020-02-14,186500,2000,184000,187500,184000,659429
9634,2020-02-13,184500,500,184000,185000,183000,555923
9635,2020-02-12,185000,500,183000,185000,181500,351892
9636,2020-02-11,184500,1000,183500,185000,183000,400386
9637,2020-02-10,183500,1500,182500,184000,180500,433051
9638,2020-02-07,185000,3500,181500,188500,181000,728633
9639,2020-02-06,181500,0,182500,183500,180500,659850
9620,2020-02-05,181500,1000,181000,183500,178500,653809
9621,2020-02-04,180500,3000,177500,181500,175000,563463
9622,2020-02-03,177500,2000,178000,180500,176000,485913
9623,2020-01-31,179500,500,180000,180500,177500,537062
9624,2020-01-30,180000,0,179500,183000,175000,772160
9625,2020-01-29,180000,1500,183000,183500,180000,434897
9626,2020-01-28,178500,4500,182000,184500,178000,476253
9627,2020-01-23,183000,3000,185000,185500,181500,375929
9628,2020-01-22,186000,4000,185000,190000,184500,429852
9629,2020-01-21,182000,5500,187500,189500,181000,547678
9610,2020-01-20,187500,3500,190000,190500,187000,454733
9611,2020-01-17,191000,500,190500,192500,189500,286019
9612,2020-01-16,191500,0,190000,192500,189000,245107
9613,2020-01-15,191500,1000,189500,192000,188500,323778
9614,2020-01-14,190500,2500,188000,194500,188000,501286
9615,2020-01-13,188000,0,187500,188500,186000,337749
9616,2020-01-10,188000,2000,185000,188000,184000,398739
9617,2020-01-09,186000,3000,183500,186500,183500,531355
9618,2020-01-08,183000,4000,182000,183500,179000,820867
9619,2020-01-07,187000,6500,182500,187000,181500,328624
9600,2020-01-06,180500,1000,180000,182000,178000,287970
9601,2020-01-03,181500,1000,185000,186000,180500,454492
9602,2020-01-02,182500,4000,187500,188000,182000,300640
9603,2019-12-30,186500,3000,183500,190000,183500,376541
9604,2019-12-27,183500,3000,182000,185000,179000,323473
9605,2019-12-26,180500,1500,181500,183000,179000,173426
9606,2019-12-24,182000,2000,184000,184000,179000,193440
9607,2019-12-23,184000,500,185000,185500,182000,250256
9608,2019-12-20,183500,4500,180000,187000,179500,560761
9609,2019-12-19,179000,500,175000,179500,175000,296857
9590,2019-12-18,178500,2000,180000,180000,175000,310567
9591,2019-12-17,180500,1000,180000,181000,178000,370752
9592,2019-12-16,179500,4000,175000,180000,174000,335819
9593,2019-12-13,175500,0,177500,177500,173000,317833
9594,2019-12-12,175500,1500,174500,176500,173000,609714
9595,2019-12-11,174000,500,175000,175500,173500,200711
9596,2019-12-10,174500,500,174500,175500,173000,215711
9597,2019-12-09,175000,1000,174000,175500,173000,271990
9598,2019-12-06,174000,3500,172000,174500,170500,208849
9599,2019-12-05,170500,4000,173000,174000,170000,271499
9580,2019-12-04,174500,2500,172000,175500,171000,228851
9581,2019-12-03,172000,500,170500,173500,168500,245675
9582,2019-12-02,171500,500,172500,175000,170000,275601
9583,2019-11-29,172000,1000,173000,173500,168500,349615
9584,2019-11-28,173000,500,172500,174500,170000,252885
9585,2019-11-27,172500,500,175000,175500,172000,299949
9586,2019-11-26,173000,1000,173500,175500,171500,774461
9587,2019-11-25,174000,6500,168000,174500,167000,490795
9588,2019-11-22,167500,2500,169500,171000,165500,481529
9589,2019-11-21,170000,500,169000,172500,168000,543754
9570,2019-11-20,169500,1000,170500,174000,168000,602206
9571,2019-11-19,170500,8000,174500,176000,169500,1055749
9572,2019-11-18,178500,5000,177500,181500,172500,876975
9573,2019-11-15,173500,6500,177000,179000,173000,886846
9574,2019-11-14,180000,22000,170000,180000,169500,2042648
9575,2019-11-13,158000,4000,158500,159000,156000,500221
9576,2019-11-12,162000,1000,164000,164000,160000,236652
9577,2019-11-11,163000,500,163500,165000,162500,231149
9578,2019-11-08,163500,2000,165000,165000,162000,306968
9579,2019-11-07,165500,4000,162000,166500,161000,390866
9560,2019-11-06,161500,0,161500,164000,160500,332755
9561,2019-11-05,161500,3000,164000,164500,159500,662116
9562,2019-11-04,164500,2500,165500,167000,162000,455199
9563,2019-11-01,167000,3000,166000,168500,164000,720358
9564,2019-10-31,164000,9500,159000,167000,157500,1409619
9565,2019-10-30,154500,1500,152000,154500,151500,290658
9566,2019-10-29,153000,4000,157500,158000,152000,321007
9567,2019-10-28,157000,4500,152500,158000,152500,335238
9568,2019-10-25,152500,500,151000,153500,151000,162510
9569,2019-10-24,153000,500,151500,153000,150500,224666
9550,2019-10-23,152500,1500,152000,153500,151500,226744
9551,2019-10-22,154000,2000,150500,154500,150500,360102
9552,2019-10-21,152000,1500,151500,153500,149000,245735
9553,2019-10-18,150500,2500,151500,153500,150000,245740
9554,2019-10-17,153000,1500,155000,156500,152000,280276
9555,2019-10-16,154500,3000,151500,155000,151000,280882
9556,2019-10-15,151500,4500,156500,156500,150500,297569
9557,2019-10-14,156000,0,156000,156500,153500,246407
9558,2019-10-11,156000,2500,156500,157000,153500,216730
9559,2019-10-10,153500,0,151500,155500,150500,404228
9540,2019-10-08,153500,500,154500,154500,151500,250805
9541,2019-10-07,153000,2500,150500,153500,150000,387749
9542,2019-10-04,150500,6500,155500,159000,148500,602642
9543,2019-10-02,157000,3000,159000,160000,156500,203708
9544,2019-10-01,160000,3000,157500,160000,157000,260668
9545,2019-09-30,157000,1000,155000,157500,154500,313910
9546,2019-09-27,156000,2000,158500,158500,154500,241249
9547,2019-09-26,158000,0,157500,159000,156500,313084
9548,2019-09-25,158000,0,155500,159000,155500,274586
9549,2019-09-24,158000,1000,157000,158500,155500,195994
9530,2019-09-23,157000,0,157500,158000,155500,204570
9531,2019-09-20,157000,500,156000,158000,156000,390181
9532,2019-09-19,157500,1500,157000,158000,156000,377446
9533,2019-09-18,159000,4000,156000,159500,155500,465208
9534,2019-09-17,155000,500,153000,155500,153000,304106
9535,2019-09-16,154500,1000,154500,156500,153500,449618
9536,2019-09-11,153500,3000,150500,154000,150000,738431
9537,2019-09-10,150500,2500,153000,153000,150000,297053
9538,2019-09-09,153000,3500,149500,154000,148500,464232
9539,2019-09-06,149500,2500,146000,150000,145500,223250
9520,2019-09-05,147000,4000,150000,151000,145000,548033
9521,2019-09-04,151000,500,149500,151000,149000,351494
9522,2019-09-03,150500,500,151500,151500,149000,308863
9523,2019-09-02,150000,3500,156000,156000,147500,371788
9524,2019-08-30,146500,1500,146000,149000,144500,424498
9525,2019-08-29,145000,1500,146500,146500,143500,408164
9526,2019-08-28,146500,0,146500,147500,144500,309159
9527,2019-08-27,146500,3000,144000,147500,141500,904199
9528,2019-08-26,143500,5000,145500,147000,143000,423695
9529,2019-08-23,148500,500,149000,149000,145500,491690
9510,2019-08-22,148000,500,148000,150500,147500,499537
9511,2019-08-21,147500,2000,144500,148500,142500,514109
9512,2019-08-20,145500,6500,139000,145500,139000,556246
9513,2019-08-19,139000,500,139000,141000,138000,487500
9514,2019-08-16,139500,500,138500,140500,137500,351686
9515,2019-08-14,139000,3500,142500,143000,138500,433070
9516,2019-08-13,142500,2000,139000,144500,138500,352863
9517,2019-08-12,140500,2000,142500,144500,140500,217292
9518,2019-08-09,142500,2500,142000,145000,140500,368133
9519,2019-08-08,140000,2500,139500,142000,136500,496443
9500,2019-08-07,137500,1000,139000,139500,136000,336416
9501,2019-08-06,138500,500,134000,140000,132000,610095
9502,2019-08-05,138000,4000,141000,142000,135500,733982
9503,2019-08-02,142000,1500,139000,142500,138500,484009
9504,2019-08-01,140500,2500,139500,141500,138500,460049
9505,2019-07-31,138000,500,139000,139500,136000,361525
9506,2019-07-30,138500,0,140000,140500,136500,364674
9507,2019-07-29,138500,2500,139500,141000,137000,583629
9508,2019-07-26,141000,7000,137500,142000,136500,1440686
9509,2019-07-25,134000,10500,125500,134500,125000,1635774
9490,2019-07-24,123500,1000,122500,124500,122500,606769
9491,2019-07-23,122500,1500,122500,123000,122000,358255
9492,2019-07-22,121000,1500,122000,122500,120500,346897
9493,2019-07-19,122500,2000,121000,123000,121000,445122
9494,2019-07-18,120500,1500,118500,122000,118500,267715
9495,2019-07-17,119000,1000,120000,120000,118000,205316
9496,2019-07-16,120000,2000,119000,120500,117500,391260
